ID,Название,Департамент,Город,Опыт,Расписание,Формат работы,Рабочие часы,График,Зарплата,Ссылка,Требования,Зона ответственности
129655476,Стажер в ИТ компанию,Т1 Сервионика,Кимры,Нет опыта,Полный день,Разъездной,8 часов,5/2,60 000 - 80 000,https://hh.ru/vacancy/129655476,Технический склад ума. Желание развиваться в ИТ. Нацеленность на результат.,Оказывать сервис по обслуживанию ИТ-инфраструктуры (Рабочие места и POS-терминалы). Работать по заявкам заказчиков. Осуществлять выездную поддержку пользователей.
129703275,Начинающий специалист в IT компанию (поддержка терминалов оплаты),Т1 Сервионика,Егорьевск (Московская область),Нет опыта,Полный день,Разъездной,8 часов,5/2,до 80 000,https://hh.ru/vacancy/129703275,Технический склад ума. Желание развиваться в ИТ. Нацеленность на результат.,Оказывать сервис по обслуживанию ИТ-инфраструктуры (Рабочие места и POS-терминалы). Работать по заявкам заказчиков. Осуществлять выездную поддержку пользователей.
129535195,Business Assistant / Junior BizDev (IT-сфера),,Екатеринбург,От 1 года до 3 лет,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129535195,"English: Fluent (C1/C2). Ты свободно шутишь на английском, понимаешь акценты и можешь грамотно составить официальное письмо. ",Участие в переговорах с иностранными партнерами и клиентами. Уровень первых лиц (100% на английском). Первичный скоринг потенциальных партнеров на международных...
129945043,Младший менеджер образовательных проектов,Авито: бэк-офис,Москва,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945043,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129674670,Младший специалист по CRM-маркетингу в команду Авито Недвижимости,Авито: маркетинг и PR,Москва,От 1 года до 3 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129674670,"Имеете не менее года аналогичного опыта работы в CRM-маркетинге. Обладаете хорошими аналитическими навыками, понимаете, что стоит за цифрами, имеете...","Координировать весь процесс подготовки рассылок и самостоятельно запускать массовые и триггерные CRM-кампании в каналах: push, email, in-app, мессенджеры..."
129349991,Младший менеджер по развитию бизнеса и партнёрской программы в команду Авито Рекламы,Авито: развитие бизнеса и стратегия,Москва,От 3 до 6 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129349991,"Имеете опыт формирования партнёрской сети и привлечения новых партнёров. Обладаете навыками управления продажами, умеете вести сложные переговоры на уровне лиц...","Развивать и сопровождать действующих партнёров (80%), привлекать новых партнёров (20%). Формировать стратегию и тактику по развитию партнёрских отношений. "
129945044,Младший менеджер образовательных проектов,Авито: бэк-офис,Нижний Новгород,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945044,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945049,Младший менеджер образовательных проектов,Авито: бэк-офис,Санкт-Петербург,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945049,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945046,Младший менеджер образовательных проектов,Авито: бэк-офис,Екатеринбург,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945046,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945050,Младший менеджер образовательных проектов,Авито: бэк-офис,Казань,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945050,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945048,Младший менеджер образовательных проектов,Авито: бэк-офис,Челябинск,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945048,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945045,Младший менеджер образовательных проектов,Авито: бэк-офис,Ростов-на-Дону,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945045,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129945047,Младший менеджер образовательных проектов,Авито: бэк-офис,Воронеж,От 3 до 6 лет,Удаленная работа,"Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129945047,Имеете не менее трёх лет опыта работы в T&D. Обладаете опытом систематизации процессов обучения и развития. Управляли бюджетом и...,Управлять заявками и бюджетом на личное и командное обучение. Заниматься вендор-менеджментом и искать поставщиков на рынке образовательных услуг. 
129368386,"Менеджер в пункт выдачи заказов (Максима Горького, 40\1)",,Чебоксары,Нет опыта,Сменный график,На месте работодателя,12 часов,2/2,43 000 - 50 000,https://hh.ru/vacancy/129368386,"Опыт работы с разными видами оплат. Навык планирования рабочего дня (своих задач, приоритетов). Опыт владения ПК (начальный).","Выдавать заказы покупателем, консультировать по гарантиям, условиям оплаты, возвратов и другим вопросам заказов. Принимать оплату по безналу и наличными, работать..."
129709502,Стажер-аналитик в отдел развития продуктов KasperskyOS,,Москва,Нет опыта,Полный день,На месте работодателя,"6 часов, 7 часов, По договорённости",5/2,Не указана,https://hh.ru/vacancy/129709502,Обучаешься в ВУЗе на любом курсе (кроме выпускного). Можешь работать не менее 30 - 35 часов в неделю. Владеешь MS Excel...,"Бизнес моделирование и P&L анализ. Управление Excel-моделью P&L (отчет о прибылях и убытках). Сбор, обработка и консолидация..."
129918454,Стажер в отдел финансовых операций,,Москва,Нет опыта,Полный день,На месте работодателя,"8 часов, По договорённости",5/2,Не указана,https://hh.ru/vacancy/129918454,Знаешь английский язык на уровне Upper-intermediate. Уверенно владеешь Excel. Готов быстро обучаться и имеешь отличные коммуникативные навыки.,"Выполнением запросов финансовых контролеров. Устным и письменным взаимодействием с внутренними заказчиками, в том числе на английском языке. Обработкой и маршрутизацией..."
129085344,Стажер в отдел В2В маркетинга,,Москва,Нет опыта,Полный день,Гибрид,"8 часов, По договорённости","5/2, Свободный",Не указана,https://hh.ru/vacancy/129085344,"Знаешь английский язык на уровне Intermediate. Готов кросс-функционально коммуницировать с коллегами из разных команд. Ответственный, внимательный, умеешь работать в...","Ведение документооборота, заведение заявок и счетов по маркетинговым активностям департамента и их контроль. Выполнение задач в рамках подготовки маркетинговых активностей. "
129637051,Стажер в отдел развития бизнеса,,Москва,Нет опыта,Полный день,На месте работодателя,7 часов,5/2,Не указана,https://hh.ru/vacancy/129637051,"Владеешь грамотной устной и письменной речью. Умеешь работать с Word, Excel. Знаешь английский – не ниже Intermediate (B1). ","Подготовка, согласование, подписание договоров, соглашений о неразглашении, актов и др. документов. Коммуникация с коллегами из других команд (финансы, юристы и..."
129274896,Стажер в отдел тестирования,,Москва,Нет опыта,Полный день,Гибрид,По договорённости,5/2,Не указана,https://hh.ru/vacancy/129274896,"Знание базовой теории тестирование ПО. Непосредственный опыт тестирования ПО – будет существенным плюсом. Знание линеек Windows, Windows Server на уровне опытного...","Ручное end-to-end тестирование продуктов компании Kaspersky. (приложения для декстопа, мобильные приложения, приложения «клиент -сервер», облачные распределенные сервисы. "
129724627,Стажер в отдел закупок,,Москва,Нет опыта,Полный день,"На месте работодателя, Гибрид","8 часов, По договорённости","5/2, Свободный",Не указана,https://hh.ru/vacancy/129724627,"Получать высшее образование по направлению финансы, менеджмент, логистика. Ответственность, внимательность, интерес к аналитической работе, коммуникабельность. Английский Upper-Intermediate и выше. ",Осуществление сравнения предложений на оборудование небольшой стоимости. Оформление закупок. Работа с первичными бухгалтерскими документами и взаимодействие с бухгалтерией. 
129768627,Стажер в отдел развития бизнеса,,Москва,Нет опыта,Полный день,На месте работодателя,"8 часов, По договорённости","5/2, Свободный",Не указана,https://hh.ru/vacancy/129768627,Можешь работать не менее 30 - 35 часов в неделю в офисном формате (желательно в промежутке 10:00-18:30). ,"Анализ цепочек скидок. Определение ключевых драйверов (сегменты, типы сделок). Расчет потерь прибыли. Оценка новых схем лицензирования. Построение финансовых моделей. "
128224437,Стажер в оптимизацию процессов,,Москва,От 1 года до 3 лет,Полный день,Гибрид,"8 часов, По договорённости","5/2, Свободный",Не указана,https://hh.ru/vacancy/128224437,"Получаешь техническое образование, в сфере ИБ. Можешь работать не менее 30 - 35 часов в неделю (желательно в промежутке 10:00...","Ищем стажера в группу развития решений для продаж, который будет помогать в разработке новых решений и участвовать в аналитических исследованиях. "
129665055,Инженер по функциональному тестированию - стажер,ЛАНИТ. Департамент корпоративных систем,Ростов-на-Дону,Нет опыта,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129665055,Самостоятельно изученная литература по теории тестирования. Пройденные курсы по тестированию ПО. Базовые знания методологий и процесса разработки. Навыки написания простых...,"Изучение назначенных в работу подсистем. Разработка тест-кейсов. Выполнение функционального и интеграционного тестирования. Разработка тестовой модели, использование техник тест-дизайна. "
129909316,Младший юрисконсульт,diHouse (ГК ЛАНИТ),Москва,От 1 года до 3 лет,Полный день,"На месте работодателя, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129909316,"Знание гражданского, корпоративного, процессуального законодательства, законодательства об исполнительном производстве. Высшее юридическое образование (бакалавриат, магистратура, специалитет) либо учеба на последнем курсе...","Анализ и согласование типовых договоров и дополнительных соглашений к ним: проверка, анализ рисков, подготовка драфтов (договор поставки, договор оказания услуг..."
129653960,Инженер по функциональному тестированию-стажер,ЛАНИТ. Департамент корпоративных систем,Саратов,Нет опыта,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129653960,Самостоятельно изученная литература по теории тестирования. Пройденные курсы по тестированию ПО. Базовые знания методологий и процесса разработки. Навыки написания простых...,"Изучение назначенных в работу подсистем. Разработка тест-кейсов. Выполнение функционального и интеграционного тестирования. Разработка тестовой модели, использование техник тест-дизайна. "
129586364,Инженер-техник,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586364,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129270600,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Саратов,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129270600,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129270813,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Пенза,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129270813,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129586222,Специалист/инженер технической поддержки,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,,"2 часа, 4 часа, 6 часов, 8 часов, 12 часов","5/2, 3/3, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586222,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Заявки только по городу Москве и МО. КАК ВЫПОЛНЯТЬ ЗАЯВКИ:
129586299,Курьер-техник,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 10 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586299,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по Москве и городам МО. 
129585910,Выездной системный администратор / начинающий специалист / практикант,ЛАНТЕР (ГК ЛАНИТ),Москва,От 1 года до 3 лет,Гибкий график,Разъездной,"2 часа, 4 часа, 6 часов, 12 часов",Свободный,60 000 - 150 000,https://hh.ru/vacancy/129585910,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129586379,Выездной системный администратор/начинающий специалист (техническая поддержка),ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"2 часа, 4 часа, 6 часов, 8 часов, 9 часов, 10 часов, 12 часов, По договорённости","5/2, 2/2, 1/3, Свободный",60 000 - 150 000,https://hh.ru/vacancy/129586379,Мобильный телефон с whatsapp/telegram. Опыт работы не требуется.,Заявки только по городу Москве и МО. КАК ВЫПОЛНЯТЬ ЗАЯВКИ:
108120671,Выездной системный администратор / начинающий специалист,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 9 часов, 12 часов","5/2, 2/2, Свободный",90 000 - 150 000,https://hh.ru/vacancy/108120671,Мобильный телефон с whatsapp/telegram. Или ИП. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
107496513,Выездной системный администратор / начинающий специалист,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов",Свободный,2 500 - 7 500,https://hh.ru/vacancy/107496513,Мобильный телефон с whatsapp/telegram. Или ИП. Опыт - не требуется. Мобильный телефон с whatsapp/telegram. Или ИП.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
127765346,Сервисный инженер,Департамент банковских технологий,Рязань,Нет опыта,Полный день,Разъездной,8 часов,5/2,50 000 - 85 000,https://hh.ru/vacancy/127765346,"Готовность к разъездной работе (автомобиль не предоставляется). Активность, энергичность. Уверенное знание ПК (софт и железо). Умение работать с технической документацией. ","Качественное выполнение работ по диагностике и ремонту банковского оборудования (банкоматы, ИПТ, АДМ) в указанные сроки на территории заказчика."
129586195,Выездной специалист технической поддержки/начинающий специалист,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 9 часов, 10 часов, 11 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",65 000 - 150 000,https://hh.ru/vacancy/129586195,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129664945,Инженер по функциональному тестированию - стажер,ЛАНИТ. Департамент корпоративных систем,Самара,Нет опыта,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129664945,Самостоятельно изученная литература по теории тестирования. Пройденные курсы по тестированию ПО. Базовые знания методологий и процесса разработки. Навыки написания простых...,"Изучение назначенных в работу подсистем. Разработка тест-кейсов. Выполнение функционального и интеграционного тестирования. Разработка тестовой модели, использование техник тест-дизайна. "
129654509,Инженер по функциональному тестированию-стажер,ЛАНИТ. Департамент корпоративных систем,Киров (Кировская область),Нет опыта,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129654509,Самостоятельно изученная литература по теории тестирования. Пройденные курсы по тестированию ПО. Базовые знания методологий и процесса разработки. Навыки написания простых...,"Изучение назначенных в работу подсистем. Разработка тест-кейсов. Выполнение функционального и интеграционного тестирования. Разработка тестовой модели, использование техник тест-дизайна. "
129431343,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Кострома,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129431343,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129270720,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Ижевск,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129270720,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129431194,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Ставрополь,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129431194,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129431342,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Самара,Нет опыта,Удаленная работа,Удалённо,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129431342,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129431075,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Чебоксары,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129431075,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129270920,Стажер по автоматизированному тестированию,ЛАНИТ. Департамент корпоративных систем,Йошкар-Ола,Нет опыта,Полный день,,8 часов,"5/2, Свободный",Не указана,https://hh.ru/vacancy/129270920,"Знание: Концепции объектно-ориентированного программирования. Основ языка программирования Java. Протокола HTTP. Web-технологий: HTML, CSS. Высшее техническое или среднее специальное...","Разрабатывать на языке Java в объеме, необходимом для написания автотестов. Работать с: Популярной системой контроля версий исходного кода Git. "
129586131,"Инженер, наладчик",ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586131,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129586333,Мастер по ремонту ПК,ЛАНТЕР (ГК ЛАНИТ),Москва,От 1 года до 3 лет,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586333,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129586265,Техник-курьер,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 10 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586265,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Заявки только по городу Москве и МО. КАК ВЫПОЛНЯТЬ ЗАЯВКИ:
120705724,"Инженер (POS-терминалы, кассы, ККТ, КСО)",ЛАНТЕР (ГК ЛАНИТ),Москва,От 1 года до 3 лет,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/120705724,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129586103,Сервисный инженер/техник,ЛАНТЕР (ГК ЛАНИТ),Москва,Нет опыта,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 10 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",до 150 000,https://hh.ru/vacancy/129586103,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129586375,"Инженер (POS-терминалы, кассы, ККТ, КСО)",ЛАНТЕР (ГК ЛАНИТ),Москва,От 1 года до 3 лет,Полный день,Разъездной,"4 часа, 6 часов, 8 часов, 12 часов, По договорённости","5/2, 2/2, Свободный",60 000 - 150 000,https://hh.ru/vacancy/129586375,Мобильный телефон с whatsapp/telegram. Опыт - не требуется.,Исполнение заявок в основном доступно с 8 утра до 9 вечера. Заявки только по городу Москве и МО. 
129493042,Тестировщик (junior+),,Москва,От 1 года до 3 лет,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129493042,Опыт применения техник тестирования и тест-дизайна. Понимание ключевых аспектов цикла разработки ПО. Понимание принципа работы web-приложений и знание...,"Функциональное, регрессионное, интеграционное и исследовательское тестирование. Тестирование правок по существующей функциональности. Анализ требований к функциональности в системе. Создание тестовых данных. "
129664330,Аналитик (Junior),,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129664330,Высшее техническое образование. Опыт работы аналитиком от 6 месяцев. Умение гуглить и самостоятельно находить информацию. Знание типов данных в СУБД. ,"Анализировать нормативную документацию(ТЗ, ФТТ) и требования заказчика. Взаимодействовать с представителями заказчика и смежными командами. Исследовать и профилировать данные. "
129537784,Системный аналитик junior,,Москва,От 1 года до 3 лет,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129537784,"Опыт работы аналитиком - от 6 месяцев. Опыт разработки технической документации. Понимание основных методов интеграции систем (REST/SOAP), умение работать с...","Выявление, анализ, формализация и согласование требований к системе. Написание технических заданий. Постановка задач на разработку. Консультирование участников процесса разработки и..."
129064316,Системный аналитик (junior+),,Санкт-Петербург,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129064316,"Опыт работы системным аналитиком от 1 года. Высшее образование. Опыт интеграций 1С. Понимание, как работают брокеры сообщений. Понимание архитектуры. ","Собирать и анализировать требования. Взаимодействовать с заказчиками, а также с командой разработки. Писать техническую и проектную документации. Участвовать в тестировании. "
129434117,Младший юрист,,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129434117,"Высшее юридическое образование. Умение работать в режиме многозадачности. Коммуникабельность, умение грамотно выражать свои мысли (устно и письменно). Внимательность к деталям...",Ведение архива юридических документов. Оформление документов на подпись первым лицам компании. Заполнение анкет и справок. Составление и актуализация различных реестров...
129428140,Младший ассистент практики,,Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129428140,Опыт работы от 1 года ассистентом. Уверенное владение MS Office. Умение работать в команде. Коммуникабельность. Знание 1С. ,"Встречать новых сотрудников. Организовывать встречи в офисе. Оформлять командировки. Поддерживать оформление соц.пакета. Вести деловую переписку с контрагентами, ежемесячная отчетность. "
129890294,Младший сетевой инженер - стажёр,,Москва,Нет опыта,Полный день,,8 часов,"5/2, 4/3",Не указана,https://hh.ru/vacancy/129890294,"Обязательно: Знания принципов функционирования ЛВС, модели OSI, сетевых технологий и протоколов: Arp, vlan, spanning-tree, routing, switching, static route, ospf...","Параллельно с виртуальными задачами вы будете выполнять учебные задания на реальном оборудовании cisco, huawei, qtech. Работая в группе, вы будете..."
